"time","n_risk","n_event","n_censor","survival","lower_CI","upper_CI","strata"
52.431011826544,25460,1,11,0.978481562288476,0.977037468605295,0.979927790389868,"Overweight"
52.496714848883,25435,1,28,0.978443092402009,0.976997092790578,0.979891232157859,"Overweight"
52.7266754270696,25321,1,104,0.97840445083602,0.976956530694761,0.979854516899508,"Overweight"
52.7595269382392,25314,1,10,0.978365800111092,0.976915961221508,0.979817790703472,"Overweight"
52.8952772073922,25247,1,56,0.978327048346521,0.97687528323018,0.979780970976712,"Overweight"
52.9237844940867,25245,1,3,0.978288295046924,0.976834606262218,0.979744147156996,"Overweight"
52.9566360052562,25241,1,2,0.978249537141332,0.976793926927698,0.979707316493241,"Overweight"
53,25233,1,7,0.978210768483735,0.976753238454399,0.979670473467504,"Overweight"
53.2851511169514,25120,1,127,0.978171826972251,0.976712362432592,0.979633472334866,"Overweight"
53.7122207621551,24937,1,173,0.978132601250353,0.97667117621552,0.979596213063278,"Overweight"
53.8764783180026,24875,1,65,0.978093279336734,0.976629886848138,0.979558864588018,"Overweight"
53.9188162655482,24852,1,11,0.978053922613761,0.976588561949959,0.979521482035524,"Overweight"
53.9750328515112,24848,2,5,0.97797519966442,0.976505910097659,0.979446699982604,"Overweight"
54,24844,2,2,0.977896470377698,0.97642326241097,0.979371901091257,"Overweight"
54.0078843626807,24840,2,0,0.977817734752063,0.976340618804721,0.979297085443592,"Overweight"
54.0407358738502,24838,1,10,0.977778366939246,0.976299301121968,0.979259673499388,"Overweight"
54.8948751642576,24474,1,371,0.977738415220404,0.976257343222697,0.979221734140275,"Overweight"
55,24444,2,11,0.977658416986464,0.976173331639823,0.979145761643429,"Overweight"
55.0262812089356,24442,1,12,0.977618417869494,0.976131330169238,0.979107771074154,"Overweight"
